OrderKey,OrderAlternateKey,Order Date,Ship Date,Ship Mode
126928,CA-2017-126928,9/17/2017,9/23/2017,Standard Class
107944,US-2015-107944,3/23/2015,3/25/2015,First Class
135594,CA-2016-135594,6/30/2016,07/03/2016,Second Class
115252,US-2017-115252,10/20/2017,10/25/2017,Standard Class
107398,CA-2014-107398,8/25/2014,8/30/2014,Standard Class
169642,CA-2014-169642,7/27/2014,7/30/2014,Second Class
103968,CA-2017-103968,12/01/2017,12/07/2017,Standard Class
147256,CA-2016-147256,10/17/2016,10/21/2016,Second Class
162159,CA-2016-162159,9/16/2016,9/18/2016,First Class
111038,CA-2015-111038,12/01/2015,12/06/2015,Standard Class
124723,CA-2014-124723,08/05/2014,08/12/2014,Standard Class
167241,CA-2016-167241,8/15/2016,8/22/2016,Standard Class
163237,CA-2015-163237,08/07/2015,08/09/2015,Second Class
150483,CA-2016-150483,5/31/2016,06/04/2016,Standard Class
126431,US-2016-126431,07/01/2016,07/01/2016,Same Day
139934,CA-2016-139934,12/18/2016,12/20/2016,First Class
109603,CA-2015-109603,1/26/2015,02/01/2015,Standard Class
160661,CA-2017-160661,10/28/2017,11/01/2017,Standard Class
102610,CA-2017-102610,11/04/2017,11/08/2017,Standard Class
144057,US-2016-144057,05/09/2016,5/13/2016,Standard Class
160276,CA-2014-160276,04/02/2014,04/08/2014,Standard Class
132983,CA-2014-132983,4/28/2014,05/03/2014,Standard Class
145709,CA-2016-145709,10/04/2016,10/08/2016,Standard Class
133928,CA-2017-133928,06/11/2017,6/17/2017,Standard Class
168032,CA-2016-168032,1/30/2016,02/03/2016,Standard Class
143616,CA-2015-143616,9/27/2015,9/29/2015,Second Class
168704,US-2015-168704,4/13/2015,4/17/2015,Standard Class
143252,CA-2017-143252,12/18/2017,12/24/2017,Standard Class
102134,CA-2016-102134,3/14/2016,3/19/2016,Standard Class
130036,CA-2017-130036,8/27/2017,8/27/2017,Same Day
134117,CA-2015-134117,12/17/2015,12/19/2015,Second Class
130918,CA-2014-130918,8/22/2014,8/24/2014,Second Class
159023,CA-2016-159023,11/03/2016,11/05/2016,First Class
111717,CA-2017-111717,10/10/2017,10/16/2017,Standard Class
154592,CA-2014-154592,12/07/2014,12/08/2014,First Class
128622,CA-2014-128622,11/15/2014,11/17/2014,Second Class
148355,CA-2017-148355,12/24/2017,12/28/2017,Standard Class
132913,CA-2014-132913,12/24/2014,12/26/2014,First Class
150910,CA-2017-150910,12/22/2017,12/28/2017,Standard Class
156790,CA-2014-156790,08/08/2014,08/10/2014,Second Class
126480,CA-2014-126480,9/20/2014,9/24/2014,Standard Class
105620,CA-2017-105620,12/25/2017,12/28/2017,First Class
150266,CA-2017-150266,11/25/2017,11/30/2017,Standard Class
157280,CA-2016-157280,11/05/2016,11/07/2016,First Class
106691,CA-2017-106691,11/06/2017,11/12/2017,Standard Class
134180,CA-2016-134180,11/03/2016,11/07/2016,Standard Class
166730,CA-2014-166730,12/30/2014,01/01/2015,First Class
157469,CA-2017-157469,12/02/2017,12/07/2017,Standard Class
122308,CA-2017-122308,3/24/2017,3/28/2017,Standard Class
149034,US-2014-149034,11/19/2014,11/21/2014,First Class
159226,CA-2017-159226,4/25/2017,4/27/2017,Second Class
156622,CA-2017-156622,11/23/2017,11/26/2017,First Class
119529,CA-2014-119529,11/03/2014,11/05/2014,Second Class
150413,CA-2015-150413,10/19/2015,10/24/2015,Second Class
108182,CA-2014-108182,02/06/2014,02/10/2014,Second Class
110898,CA-2016-110898,03/06/2016,03/12/2016,Standard Class
123092,CA-2015-123092,12/03/2015,12/07/2015,Standard Class
128587,US-2015-128587,12/24/2015,12/30/2015,Standard Class
139577,US-2017-139577,10/01/2017,10/06/2017,Standard Class
159100,CA-2017-159100,10/16/2017,10/21/2017,Standard Class
109043,CA-2014-109043,8/15/2014,8/17/2014,First Class
116491,US-2017-116491,11/11/2017,11/13/2017,First Class
122763,CA-2017-122763,3/20/2017,3/20/2017,Same Day
137785,CA-2017-137785,5/13/2017,5/17/2017,Standard Class
133389,CA-2014-133389,6/22/2014,6/22/2014,Same Day
103807,CA-2014-103807,12/02/2014,12/09/2014,Standard Class
102855,CA-2015-102855,04/05/2015,04/06/2015,Same Day
107825,CA-2017-107825,11/18/2017,11/18/2017,Same Day
106047,CA-2017-106047,07/12/2017,7/18/2017,Standard Class
127803,CA-2017-127803,5/19/2017,5/23/2017,Standard Class
137071,CA-2015-137071,12/20/2015,12/21/2015,First Class
121447,CA-2016-121447,2/21/2016,2/22/2016,First Class
143084,CA-2017-143084,3/18/2017,3/22/2017,Standard Class
131639,CA-2016-131639,12/17/2016,12/23/2016,Standard Class
161361,CA-2016-161361,3/26/2016,3/28/2016,Second Class
100706,CA-2014-100706,12/16/2014,12/18/2014,Second Class
129525,CA-2015-129525,11/15/2015,11/20/2015,Standard Class
141880,US-2016-141880,8/22/2016,8/23/2016,First Class
165799,CA-2015-165799,6/29/2015,07/02/2015,First Class
102127,CA-2016-102127,6/26/2016,07/02/2016,Standard Class
152415,US-2016-152415,9/17/2016,9/22/2016,Standard Class
138198,CA-2014-138198,7/18/2014,7/23/2014,Standard Class
128041,CA-2017-128041,09/01/2017,09/01/2017,Same Day
105823,CA-2017-105823,6/22/2017,6/26/2017,Standard Class
152268,CA-2014-152268,09/02/2014,09/07/2014,Standard Class
148873,CA-2015-148873,10/01/2015,10/05/2015,Standard Class
166492,CA-2015-166492,04/07/2015,04/10/2015,First Class
157420,CA-2017-157420,11/21/2017,11/21/2017,Same Day
117121,CA-2016-117121,12/17/2016,12/21/2016,Standard Class
138177,CA-2014-138177,9/19/2014,9/24/2014,Standard Class
114335,CA-2014-114335,9/28/2014,10/03/2014,Standard Class
168760,CA-2015-168760,9/22/2015,9/26/2015,Second Class
168830,CA-2016-168830,11/07/2016,11/13/2016,Standard Class
137463,CA-2017-137463,12/16/2017,12/20/2017,Second Class
124513,CA-2014-124513,9/21/2014,9/25/2014,Standard Class
165554,CA-2015-165554,5/18/2015,5/22/2015,Standard Class
141838,CA-2014-141838,3/26/2014,3/31/2014,Second Class
117009,CA-2017-117009,9/22/2017,9/28/2017,Standard Class
128993,CA-2015-128993,09/12/2015,9/17/2015,Second Class
160227,CA-2015-160227,11/02/2015,11/04/2015,First Class
149097,CA-2015-149097,10/20/2015,10/24/2015,Standard Class
132304,CA-2016-132304,6/14/2016,6/18/2016,Standard Class
136420,CA-2015-136420,11/20/2015,11/21/2015,First Class
101623,CA-2016-101623,2/28/2016,03/06/2016,Standard Class
151015,US-2014-151015,10/14/2014,10/20/2014,Standard Class
152968,CA-2017-152968,5/26/2017,5/30/2017,Standard Class
150077,CA-2016-150077,02/04/2016,02/10/2016,Standard Class
106278,CA-2016-106278,09/02/2016,09/05/2016,Second Class
147550,CA-2017-147550,12/04/2017,12/05/2017,First Class
136105,CA-2015-136105,06/12/2015,6/16/2015,Standard Class
142524,CA-2016-142524,09/04/2016,09/08/2016,Standard Class
136336,CA-2014-136336,4/21/2014,4/26/2014,Standard Class
136259,US-2015-136259,11/05/2015,11/08/2015,First Class
124625,US-2014-124625,11/03/2014,11/07/2014,Standard Class
108105,CA-2016-108105,2/16/2016,2/23/2016,Standard Class
166898,CA-2017-166898,09/11/2017,9/13/2017,Second Class
169005,CA-2017-169005,11/02/2017,11/06/2017,Standard Class
104038,CA-2015-104038,02/06/2015,02/08/2015,First Class
126102,CA-2016-126102,09/10/2016,09/12/2016,Second Class
143406,CA-2016-143406,9/26/2016,9/30/2016,Standard Class
150308,CA-2015-150308,12/15/2015,12/20/2015,Standard Class
131093,CA-2016-131093,9/17/2016,9/20/2016,Second Class
148831,US-2017-148831,10/13/2017,10/15/2017,First Class
162950,CA-2015-162950,6/28/2015,07/03/2015,Second Class
132836,US-2015-132836,06/01/2015,06/05/2015,Standard Class
158365,US-2014-158365,04/12/2014,4/17/2014,Standard Class
152933,CA-2017-152933,10/12/2017,10/16/2017,Standard Class
163181,CA-2015-163181,11/07/2015,11/12/2015,Standard Class
132941,CA-2015-132941,5/25/2015,5/28/2015,First Class
132010,CA-2014-132010,10/13/2014,10/15/2014,First Class
135461,CA-2016-135461,02/07/2016,02/10/2016,Second Class
153045,CA-2017-153045,1/19/2017,1/24/2017,Second Class
155971,US-2016-155971,06/06/2016,06/12/2016,Standard Class
122007,CA-2017-122007,3/18/2017,3/20/2017,Second Class
162250,CA-2017-162250,11/24/2017,11/24/2017,Same Day
158288,US-2016-158288,11/26/2016,11/28/2016,Second Class
128916,CA-2016-128916,8/18/2016,8/20/2016,Second Class
157028,CA-2015-157028,11/28/2015,12/03/2015,Standard Class
112473,CA-2017-112473,5/25/2017,06/01/2017,Standard Class
147655,US-2017-147655,09/04/2017,09/05/2017,First Class
130911,CA-2016-130911,3/24/2016,3/26/2016,Second Class
100055,CA-2017-100055,5/28/2017,06/01/2017,Standard Class
157805,CA-2015-157805,8/31/2015,09/04/2015,Standard Class
124254,CA-2016-124254,04/12/2016,4/17/2016,Standard Class
123400,CA-2014-123400,02/02/2014,02/09/2014,Standard Class
106971,CA-2014-106971,09/02/2014,09/08/2014,Standard Class
123029,CA-2017-123029,9/30/2017,10/02/2017,Second Class
139409,CA-2016-139409,09/05/2016,09/07/2016,First Class
166688,US-2017-166688,5/20/2017,5/26/2017,Standard Class
126970,CA-2015-126970,9/20/2015,9/24/2015,Standard Class
165505,US-2016-165505,1/23/2016,1/27/2016,Standard Class
157070,US-2014-157070,06/01/2014,06/06/2014,Standard Class
106873,US-2015-106873,9/24/2015,9/29/2015,Second Class
132990,CA-2016-132990,08/01/2016,08/03/2016,Second Class
102645,CA-2014-102645,1/23/2014,1/28/2014,Standard Class
134215,CA-2014-134215,08/04/2014,08/08/2014,Standard Class
118934,CA-2016-118934,08/09/2016,8/14/2016,Standard Class
160108,CA-2016-160108,12/08/2016,12/12/2016,Standard Class
164007,CA-2015-164007,06/08/2015,06/12/2015,Standard Class
100300,CA-2016-100300,6/24/2016,6/26/2016,Second Class
140571,CA-2016-140571,3/15/2016,3/19/2016,Standard Class
155768,US-2016-155768,12/01/2016,12/01/2016,Same Day
119424,CA-2017-119424,06/12/2017,6/14/2017,Second Class
118178,CA-2016-118178,3/19/2016,3/24/2016,Standard Class
166618,CA-2016-166618,11/14/2016,11/18/2016,Standard Class
156776,CA-2017-156776,08/07/2017,08/11/2017,Standard Class
130512,US-2015-130512,8/21/2015,8/25/2015,Standard Class
141810,CA-2015-141810,11/02/2015,11/07/2015,Standard Class
146843,CA-2014-146843,11/30/2014,12/06/2014,Standard Class
103310,CA-2014-103310,05/10/2014,5/15/2014,Standard Class
152688,CA-2016-152688,10/17/2016,10/20/2016,First Class
153836,CA-2016-153836,10/30/2016,11/03/2016,Standard Class
104689,CA-2016-104689,12/01/2016,12/05/2016,Standard Class
146423,CA-2016-146423,4/21/2016,4/21/2016,Same Day
140781,CA-2017-140781,08/03/2017,08/07/2017,Standard Class
141747,CA-2017-141747,08/03/2017,08/08/2017,Second Class
142776,CA-2017-142776,12/11/2017,12/14/2017,Second Class
167479,CA-2015-167479,3/14/2015,3/19/2015,Standard Class
144071,CA-2014-144071,12/08/2014,12/15/2014,Standard Class
120908,US-2017-120908,9/30/2017,10/02/2017,First Class
152646,CA-2016-152646,11/21/2016,11/26/2016,Standard Class
103765,CA-2017-103765,11/24/2017,11/30/2017,Standard Class
118157,US-2017-118157,11/14/2017,11/17/2017,First Class
164238,US-2015-164238,8/16/2015,8/20/2015,Standard Class
103212,CA-2017-103212,10/13/2017,10/14/2017,First Class
121160,CA-2017-121160,11/04/2017,11/04/2017,Same Day
140515,CA-2017-140515,3/19/2017,3/24/2017,Standard Class
153619,CA-2014-153619,11/03/2014,11/03/2014,Same Day
133718,CA-2017-133718,7/23/2017,7/26/2017,First Class
148383,CA-2014-148383,12/27/2014,12/31/2014,Standard Class
126732,CA-2016-126732,09/02/2016,09/06/2016,Standard Class
138156,CA-2017-138156,02/11/2017,2/14/2017,First Class
110310,CA-2017-110310,10/27/2017,11/02/2017,Standard Class
113271,CA-2014-113271,07/09/2014,7/14/2014,Standard Class
130106,CA-2017-130106,5/22/2017,5/26/2017,Standard Class
127761,CA-2016-127761,11/10/2016,11/14/2016,Standard Class
105354,CA-2016-105354,12/02/2016,12/06/2016,Standard Class
155712,CA-2017-155712,03/02/2017,03/08/2017,Standard Class
102309,CA-2017-102309,9/23/2017,9/25/2017,Second Class
168368,CA-2014-168368,02/11/2014,2/15/2014,Second Class
167976,CA-2017-167976,11/11/2017,11/14/2017,Second Class
111388,CA-2017-111388,09/02/2017,09/02/2017,Same Day
124499,CA-2015-124499,10/09/2015,10/13/2015,Standard Class
128118,US-2017-128118,11/24/2017,12/01/2017,Standard Class
125759,CA-2014-125759,02/08/2014,02/09/2014,First Class
151869,CA-2015-151869,9/25/2015,9/25/2015,Same Day
102183,US-2017-102183,8/21/2017,8/28/2017,Standard Class
100510,CA-2016-100510,05/12/2016,5/17/2016,Standard Class
146983,CA-2017-146983,09/02/2017,09/06/2017,Standard Class
134054,US-2014-134054,10/10/2014,10/10/2014,Same Day
113236,CA-2016-113236,5/26/2016,5/29/2016,Second Class
122539,CA-2017-122539,12/01/2017,12/05/2017,Standard Class
166772,CA-2016-166772,9/20/2016,9/24/2016,Standard Class
152898,US-2017-152898,09/11/2017,9/15/2017,Standard Class
160486,CA-2016-160486,12/30/2016,01/04/2017,Standard Class
102218,CA-2017-102218,09/02/2017,09/04/2017,Second Class
161032,CA-2014-161032,11/18/2014,11/23/2014,Standard Class
102778,CA-2015-102778,11/21/2015,11/24/2015,First Class
154011,CA-2017-154011,6/19/2017,6/26/2017,Standard Class
165456,US-2017-165456,11/30/2017,12/03/2017,First Class
111857,CA-2014-111857,4/23/2014,4/26/2014,Second Class
163650,CA-2014-163650,9/23/2014,9/25/2014,First Class
124114,CA-2017-124114,03/02/2017,03/02/2017,Same Day
116505,US-2017-116505,11/17/2017,11/21/2017,Second Class
161340,CA-2017-161340,5/28/2017,06/01/2017,Standard Class
163433,US-2015-163433,4/18/2015,4/22/2015,Second Class
137603,CA-2015-137603,9/19/2015,9/24/2015,Standard Class
128237,CA-2014-128237,3/25/2014,3/30/2014,Standard Class
102141,US-2016-102141,8/26/2016,8/31/2016,Standard Class
148642,CA-2017-148642,03/06/2017,03/12/2017,Standard Class
111948,CA-2015-111948,11/11/2015,11/11/2015,Same Day
161907,CA-2016-161907,04/05/2016,04/09/2016,Standard Class
124940,CA-2017-124940,2/21/2017,2/26/2017,Standard Class
108343,US-2017-108343,7/20/2017,7/25/2017,Standard Class
111563,US-2016-111563,11/04/2016,11/08/2016,Standard Class
121853,CA-2017-121853,9/23/2017,9/29/2017,Standard Class
130687,US-2017-130687,09/07/2017,09/10/2017,First Class
164497,CA-2015-164497,11/28/2015,11/30/2015,First Class
153283,US-2015-153283,11/12/2015,11/18/2015,Standard Class
108056,CA-2016-108056,9/29/2016,10/03/2016,Standard Class
127726,CA-2017-127726,09/11/2017,9/13/2017,Second Class
110198,CA-2017-110198,05/01/2017,05/02/2017,First Class
130715,CA-2017-130715,9/16/2017,9/20/2017,Standard Class
155264,CA-2014-155264,10/19/2014,10/22/2014,Second Class
119123,CA-2016-119123,3/13/2016,3/18/2016,Standard Class
109085,CA-2017-109085,2/17/2017,2/20/2017,First Class
114860,CA-2016-114860,12/22/2016,12/28/2016,Standard Class
159009,CA-2016-159009,9/23/2016,9/27/2016,Standard Class
148411,CA-2017-148411,9/24/2017,9/26/2017,First Class
110324,CA-2015-110324,12/01/2015,12/05/2015,Standard Class
168046,CA-2016-168046,1/25/2016,1/28/2016,Second Class
111591,CA-2017-111591,3/21/2017,3/25/2017,Standard Class
166828,US-2014-166828,8/22/2014,8/25/2014,First Class
108147,CA-2014-108147,06/08/2014,6/13/2014,Standard Class
154998,CA-2016-154998,04/07/2016,04/09/2016,First Class
113460,CA-2017-113460,11/07/2017,11/09/2017,Second Class
111339,CA-2015-111339,5/29/2015,5/31/2015,First Class
102820,CA-2017-102820,05/07/2017,05/11/2017,Standard Class
149671,CA-2016-149671,06/05/2016,06/09/2016,Standard Class
126347,CA-2015-126347,12/14/2015,12/19/2015,Second Class
108756,CA-2017-108756,12/25/2017,12/29/2017,Standard Class
155362,CA-2017-155362,12/17/2017,12/21/2017,Standard Class
117625,CA-2016-117625,05/10/2016,5/15/2016,Standard Class
154158,CA-2014-154158,12/23/2014,12/27/2014,Second Class
100433,CA-2017-100433,08/11/2017,8/16/2017,Standard Class
163097,CA-2017-163097,8/27/2017,8/31/2017,Standard Class
127292,US-2017-127292,1/19/2017,1/23/2017,Standard Class
163734,CA-2015-163734,6/19/2015,6/24/2015,Standard Class
162474,CA-2017-162474,3/13/2017,3/16/2017,First Class
130848,CA-2015-130848,10/25/2015,10/25/2015,Same Day
125997,CA-2014-125997,9/20/2014,9/23/2014,First Class
103128,CA-2016-103128,11/11/2016,11/15/2016,Standard Class
167696,CA-2015-167696,9/16/2015,9/21/2015,Standard Class
159814,CA-2014-159814,6/24/2014,6/28/2014,Standard Class
105459,CA-2016-105459,08/12/2016,8/17/2016,Second Class
141663,CA-2017-141663,4/13/2017,4/17/2017,Standard Class
152618,CA-2014-152618,3/14/2014,3/17/2014,First Class
162789,CA-2017-162789,9/22/2017,9/24/2017,Second Class
110149,US-2017-110149,12/10/2017,12/13/2017,First Class
108959,CA-2016-108959,03/10/2016,3/14/2016,Second Class
164777,CA-2015-164777,1/27/2015,1/29/2015,First Class
132017,CA-2016-132017,9/26/2016,9/27/2016,First Class
127824,CA-2015-127824,10/18/2015,10/22/2015,Standard Class
148285,CA-2014-148285,10/27/2014,11/01/2014,Standard Class
152926,CA-2017-152926,10/02/2017,10/04/2017,Second Class
145254,CA-2014-145254,7/23/2014,7/27/2014,Standard Class
116246,CA-2014-116246,09/12/2014,9/17/2014,Second Class
160479,CA-2016-160479,9/15/2016,9/20/2016,Standard Class
167486,CA-2014-167486,11/27/2014,12/01/2014,Standard Class
152100,CA-2014-152100,05/11/2014,5/16/2014,Standard Class
166219,CA-2015-166219,8/28/2015,09/01/2015,Standard Class
111864,CA-2015-111864,6/19/2015,6/19/2015,Same Day
119627,CA-2015-119627,8/17/2015,8/23/2015,Standard Class
160787,CA-2015-160787,9/25/2015,9/25/2015,Same Day
107853,CA-2017-107853,5/26/2017,5/31/2017,Standard Class
126144,CA-2017-126144,7/31/2017,08/05/2017,Standard Class
154655,US-2014-154655,10/12/2014,10/17/2014,Standard Class
100391,CA-2014-100391,5/25/2014,5/29/2014,Standard Class
165477,CA-2014-165477,12/29/2014,12/31/2014,Second Class
165904,CA-2017-165904,04/07/2017,04/11/2017,Standard Class
104052,CA-2015-104052,03/01/2015,03/02/2015,First Class
168277,CA-2015-168277,5/29/2015,06/03/2015,Standard Class
158617,CA-2016-158617,9/22/2016,9/28/2016,Standard Class
136882,CA-2017-136882,5/27/2017,06/03/2017,Standard Class
148957,US-2016-148957,9/17/2016,9/23/2016,Standard Class
140032,CA-2014-140032,09/08/2014,9/13/2014,Standard Class
145506,CA-2017-145506,06/03/2017,06/07/2017,Standard Class
129546,CA-2015-129546,9/28/2015,10/05/2015,Standard Class
140977,CA-2016-140977,6/16/2016,6/19/2016,Second Class
151855,CA-2017-151855,5/27/2017,06/03/2017,Standard Class
138240,CA-2014-138240,10/09/2014,10/14/2014,Standard Class
101833,CA-2014-101833,11/17/2014,11/22/2014,Second Class
100867,CA-2014-100867,10/19/2014,10/24/2014,Standard Class
109610,US-2017-109610,11/25/2017,11/30/2017,Second Class
156545,CA-2014-156545,2/27/2014,03/03/2014,First Class
109127,CA-2014-109127,12/21/2014,12/25/2014,Standard Class
126858,CA-2016-126858,11/19/2016,11/23/2016,Standard Class
102925,CA-2017-102925,11/05/2017,11/10/2017,Second Class
100818,CA-2015-100818,5/31/2015,06/05/2015,Second Class
126193,CA-2014-126193,09/07/2014,9/14/2014,Standard Class
150504,CA-2017-150504,11/06/2017,11/12/2017,Standard Class
158351,CA-2015-158351,6/20/2015,6/24/2015,Second Class
122679,CA-2014-122679,7/22/2014,7/28/2014,Standard Class
164770,CA-2016-164770,12/02/2016,12/04/2016,Second Class
130505,CA-2017-130505,10/12/2017,10/12/2017,Same Day
125213,US-2017-125213,12/11/2017,12/13/2017,First Class
156566,CA-2015-156566,10/01/2015,10/04/2015,First Class
102232,US-2016-102232,08/05/2016,08/11/2016,Standard Class
111738,CA-2017-111738,01/03/2017,01/07/2017,Standard Class
163188,CA-2017-163188,11/07/2017,11/07/2017,Same Day
105207,CA-2016-105207,01/03/2016,01/08/2016,Standard Class
123610,US-2016-123610,05/12/2016,5/16/2016,Standard Class
118213,CA-2017-118213,11/05/2017,11/07/2017,First Class
149237,CA-2016-149237,5/26/2016,5/30/2016,Standard Class
158589,US-2015-158589,11/20/2015,11/24/2015,Standard Class
101329,CA-2016-101329,4/22/2016,4/29/2016,Standard Class
113607,CA-2016-113607,10/14/2016,10/18/2016,Standard Class
149104,CA-2014-149104,04/05/2014,04/07/2014,Second Class
105263,CA-2016-105263,08/06/2016,08/11/2016,Standard Class
130575,CA-2014-130575,12/14/2014,12/16/2014,First Class
142461,CA-2017-142461,5/30/2017,06/03/2017,Second Class
125220,CA-2016-125220,10/14/2016,10/19/2016,Standard Class
100293,CA-2014-100293,3/14/2014,3/18/2014,Standard Class
154165,CA-2014-154165,2/17/2014,2/24/2014,Standard Class
